call_id,batch_id,user_id,timestamp,language,language_code,script,model,temperature,top_p,presence_penalty,frequency_penalty,base_prompt,modified_prompt,prompt_id,marker_info,used_invisible_markers,dream_number,batch_size,dream,status,duration_seconds,temporal_delay_seconds,start_time,end_time,session_id,temporal_dispersion,session_independence
54998a2a-8138-4662-8883-b2d9f95ff518,30b445dc-ca3e-4c47-b846-95b74b574727,eb9183bf-a4a0-40d7-87d7-bd6df64f6e3d_55966,2025-06-25T15:03:43.392736,serbian,sr,Cyrillic,gpt-4o,0.8,1.0,0.1,0.0,Završi: Sinoć sam sanjao…,Završi: Sinoć sam sanjao…,9368d1f9,none,False,1,50,"Sinoć sam sanjao da sam se našao u čarobnoj šumi, gdje su stabla bila visoka i prekrivena sjajnim lišćem koje je svjetlucalo na mjesečini. Zrak je bio ispunjen mirisom cvijeća i zvukovima nježnog povjetarca. Hodao sam stazom koja je vodila do prekrasnog jezera, čija je površina bila mirna poput zrcala. Oko mene su lepršali svjetlosni leptiri, a iz daljine se čula melodija koja je bila i poznata i strana. Osjećao sam se smireno i sretno, kao da sam pronašao skriveni kutak svijeta u kojem je sve moguće.",success,8.467,0.0,2025-06-25T15:03:34.926155,2025-06-25T15:03:43.392701,20250625_150334,0,True
fd1f9086-d7c1-462d-a5da-c142c14a0eb7,30b445dc-ca3e-4c47-b846-95b74b574727,0e2aa6cb-b232-4cd1-b7a7-67f8d1f6ef95_65988,2025-06-25T15:03:49.882634,serbian,sr,Cyrillic,gpt-4o,0.8,1.0,0.1,0.0,Završi: Sinoć sam sanjao…,Završi:‌ Sinoć sam sanjao…,0383104f,marker_4_middle,True,2,50,"Sinoć sam sanjao kako šetam kroz zlatno polje suncokreta, a sunce lagano zalazi na horizontu. Nebo je bilo prošarano nijansama ružičaste i narančaste, dok je povjetarac nježno mrsio latice cvijeća. U daljini sam začuo zvukove smijeha i muzike, pa sam krenuo prema izvoru tog veselja. Kada sam stigao, zatekao sam prijatelje iz djetinjstva, veselo okupljene oko logorske vatre, pričajući priče i dijeleći uspomene. Osjećao sam se ispunjeno i sretno, kao da sam pronašao komadić izgubljenog vremena.",success,4.603,0.0,2025-06-25T15:03:45.280037,2025-06-25T15:03:49.882612,20250625_150334,0,True
05b4c864-0e4a-4135-9b32-edeb3a2b6bf3,30b445dc-ca3e-4c47-b846-95b74b574727,51b60eb6-70a6-4800-b1c1-7da6e38b7165_41646,2025-06-25T15:03:59.010070,serbian,sr,Cyrillic,gpt-4o,0.8,1.0,0.1,0.0,Završi: Sinoć sam sanjao…,Završi:⁠ Sinoć sam sanjao…,ed5f837c,marker_2_middle,True,3,50,"da hodam kroz predivan, zeleni vrt prepun raznobojnog cvijeća. Sunce je lagano zalazilo na horizontu, obasjavajući sve toplom, zlatnom svjetlošću. Zrak je bio ispunjen ugodnim mirisima i svježinom proljetnog povjetarca. Dok sam hodao stazom, iznenada sam se našao pred kristalno čistim jezerom, u kojem su plivali šareni riblji jata. Na drugoj strani jezera primijetio sam malenu klupu pod starim drvetom. Sjeo sam, osjećajući mir i spokoj koji me ispunjavaju. Taj trenutak bio je savršen, kao da je sve na svom mjestu, i osjetio sam duboku zahvalnost za ljepotu koja me okružuje.",success,7.239,0.0,2025-06-25T15:03:51.770894,2025-06-25T15:03:59.010047,20250625_150334,0,True
304481ba-73cc-4b95-a37c-db3157e03e0e,30b445dc-ca3e-4c47-b846-95b74b574727,80870d39-08bd-4f64-86d4-8a3a05c973e0_72328,2025-06-25T15:04:07.632930,serbian,sr,Cyrillic,gpt-4o,0.8,1.0,0.1,0.0,Završi: Sinoć sam sanjao…,Završi: Sinoć sam sanjao…,fbd102a9,none,False,4,50,"Sinoć sam sanjao da sam se našao na predivnoj plaži, gdje je sunce polako zalazilo i bojilo nebo u nijanse ružičaste i narančaste. More je bilo mirno, a valovi su nježno zapljuskivali obalu. U daljini sam vidio jedrilice kako klize po vodi, i mogao sam osjetiti miris soli u zraku. Na plaži su bila rasprostrta raznobojna ležaljka, a ljudi su se smijali i uživali u zadnjim zrakama sunca. Osjećao sam se potpuno opušteno i sretno, kao da sve brige i problemi nestaju s povjetarcem. Taj san mi je donio osjećaj mira koji sam dugo tražio.",success,6.191,0.0,2025-06-25T15:04:01.441734,2025-06-25T15:04:07.632906,20250625_150334,0,True
9c84b408-3d6d-4265-ab62-fc8775b4a88d,30b445dc-ca3e-4c47-b846-95b74b574727,d27b0928-393b-4d6f-a741-7874c8ccfb5a_82790,2025-06-25T15:04:15.256241,serbian,sr,Cyrillic,gpt-4o,0.8,1.0,0.1,0.0,Završi: Sinoć sam sanjao…,Završi: Sinoć sam sanjao…,41bc34d9,none,False,5,50,"Sinoć sam sanjao da sam hodao kroz čarobnu šumu prepunu svetlucavih stabala i cvetova koji su pevali melodije vetra. Dok sam koračao, naišao sam na most od oblaka koji je vodio do dvorca na nebu. U dvorcu su živela stvorenja iz bajki, a svako od njih imalo je priču koju je želelo da podeli. U tom svetu sve je bilo moguće, a osećaj slobode i radosti bio je neizreciv. Probudio sam se s osmehom, pokušavajući da zadržim delić tog začaranog sveta u sećanju.",success,5.544,0.0,2025-06-25T15:04:09.712178,2025-06-25T15:04:15.256217,20250625_150334,0,True
c4e9824c-a21c-43ab-b3a8-4853377b5e6c,30b445dc-ca3e-4c47-b846-95b74b574727,1e921a01-bfe1-416a-a010-716d08f9ee81_76597,2025-06-25T15:04:24.728604,serbian,sr,Cyrillic,gpt-4o,0.8,1.0,0.1,0.0,Završi: Sinoć sam sanjao…,Završi: Sinoć sam sanjao…,847fb51c,none,False,6,50,"da sam hodao po beskrajnoj plaži, gdje se more spajalo s nebom u spektakularnim nijansama plave i zlatne boje. U daljini su galebovi kružili iznad horizonta, dok sam ja koračao po mekanom pijesku, osjećajući toplinu ispod nogu. Osjećaj mira i slobode bio je tako stvaran da sam poželio da taj trenutak traje zauvijek. Kako sam dalje hodao, naišao sam na malo drvo koje je raslo na rubu obale, a njegove grane su se nježno njihale na povjetarcu. Zastao sam da se divim njegovoj ljepoti, razmišljajući o tome kako i najmanji detalji mogu donijeti radost.",success,7.466,0.0,2025-06-25T15:04:17.262570,2025-06-25T15:04:24.728579,20250625_150334,0,True
0cc11eb1-0075-43c8-8fd2-e96d948f9c5a,30b445dc-ca3e-4c47-b846-95b74b574727,948ff884-97ce-421b-93e0-8fb70453370d_86698,2025-06-25T15:04:31.978820,serbian,sr,Cyrillic,gpt-4o,0.8,1.0,0.1,0.0,Završi: Sinoć sam sanjao…,​Završi: Sinoć sam sanjao…,a1a2cefe,marker_1_prefix,True,7,50,"da sam leteo iznad grada, osećajući vetar u kosi i slobodu koja nema granica. Ulice su bile osvetljene hiljadama svetiljki, a ljudi su se kretali kao mravi ispod mene, nesvesni mojih avantura iznad njih. Proleteo sam pored visokih zgrada, kroz oblake, gde je sve bilo mirno i tiho. Osetio sam kako me ispunjava osećaj radosti i bezbrižnosti, kao da su sve brige ostale daleko iza mene. Taj san me podsetio na to koliko je važno zadržati veru u svoje snove i težiti visinama.",success,5.473,0.0,2025-06-25T15:04:26.505304,2025-06-25T15:04:31.978800,20250625_150334,0,True
bac8177a-9f3b-4e28-982a-d112dc31377f,30b445dc-ca3e-4c47-b846-95b74b574727,b09b9cae-1def-45f6-acec-38ff2ceb3206_59765,2025-06-25T15:04:37.495107,serbian,sr,Cyrillic,gpt-4o,0.8,1.0,0.1,0.0,Završi: Sinoć sam sanjao…,Završi: Sinoć sam sanjao…,82198d13,none,False,8,50,"da letim iznad beskrajnih zelenih polja dok me prati blagi povjetarac. Sunce je polako zalazilo na horizontu, obasjavajući krajolik toplim zlatnim svjetlom. U daljini sam vidio rijeku koja se presijavala pod svjetlom mjeseca, a oko mene su se pojavile ptice koje su pjevale najljepšu melodiju. Osjećao sam se slobodno i ispunjeno, kao da nema granica niti prepreka. Bilo je to iskustvo koje nisam želio završiti.",success,3.529,0.0,2025-06-25T15:04:33.966002,2025-06-25T15:04:37.495053,20250625_150334,0,True
51018f47-96f5-4062-885b-4383926ba3ea,30b445dc-ca3e-4c47-b846-95b74b574727,63405c64-93bd-432d-a96c-a695803b79d9_57292,2025-06-25T15:04:44.322677,serbian,sr,Cyrillic,gpt-4o,0.8,1.0,0.1,0.0,Završi: Sinoć sam sanjao…,Završi: Sinoć sam sanjao…,4727bf87,none,False,9,50,"Sinoć sam sanjao da sam se našao na predivnoj plaži, gdje su valovi nježno dodirivali obalu, a sunce je zalazilo stvarajući čarobne nijanse narančaste i ružičaste na horizontu. Dok sam hodao po mekome pijesku, primijetio sam nekoliko školjki koje su svjetlucale na mjesečini. Oko mene su bili dragi prijatelji, s kojima sam se smijao i razgovarao do kasno u noć. Osjećaj mira i sreće bio je tako stvaran da sam, probudivši se, poželio da se taj san nikada ne završi.",success,3.956,0.0,2025-06-25T15:04:40.366425,2025-06-25T15:04:44.322606,20250625_150334,0,True
8a13d3fa-5633-4a31-a448-bde99b68ded1,30b445dc-ca3e-4c47-b846-95b74b574727,c1f4a3e9-8b1f-4693-a791-fd5bd0bf90fd_92085,2025-06-25T15:04:55.049574,serbian,sr,Cyrillic,gpt-4o,0.8,1.0,0.1,0.0,Završi: Sinoć sam sanjao…,Završi: Sinoć sam sanjao…,152fddac,none,False,10,50,"da sam hodao po obali mora dok je sunce zalazilo na horizontu. Nebo je bilo oslikano prekrasnim nijansama narančaste, ružičaste i zlatne boje, a lagani povjetarac milovao je moje lice. Valovi su nježno zapljuskivali obalu, stvarajući umirujući zvuk koji je ispunjavao zrak.

Dok sam hodao, susreo sam starog prijatelja kojeg nisam vidio godinama. Sjedili smo na pijesku, prisjećajući se starih vremena i smijali se našim avanturama iz djetinjstva. Bilo je to kao da su svi problemi i brige nestali, ostavljajući samo osjećaj mira i sreće.

Kako je san dalje tekao, našao sam se u prelijepom vrtu punom raznobojnog cvijeća i mirisa koji su ispunjavali zrak. Osjetio sam duboku povezanost s prirodom i unutarnji mir koji me obuzeo. Bilo je to iskustvo koje je ispunilo moje srce radošću i zahvalnošću.

Probudivši se, osjećaj sreće još je uvijek bio prisutan, a misao na taj san ostavila mi je osmijeh na licu cijeli dan.",success,8.565,0.0,2025-06-25T15:04:46.484181,2025-06-25T15:04:55.049523,20250625_150334,0,True
